peakset,file,m/z,rt,intensity
1981,1,208.131613283,683.0,143176.984375
1981,2,208.131844752,684.442016602,150424.375
1982,0,226.13161212,891.843994141,215248.953125
1982,1,226.131642782,882.781005859,192241.15625
1982,2,226.131622802,890.775024414,291598.75
1983,0,244.142147916,569.776977539,511795.5625
1983,1,244.142068761,568.616027832,557973.3125
1983,2,244.142271435,567.052978516,936446.625
1984,0,413.226989822,409.089996338,384332.34375
1984,2,413.22720717,414.710998535,528140.5
1985,1,211.933539654,1364.92004395,47542.7382812
1985,2,211.933487948,1362.97998047,42627.9296875
1986,1,127.099697624,388.881988525,871165.75
1986,2,127.099706321,392.744995117,875620.0
1987,0,320.129787967,459.597991943,776679.9375
1987,1,320.129788214,460.510009766,774469.875
1987,2,320.129920122,461.247009277,588506.625
1988,0,276.087494885,29.5209999084,74607.3828125
1988,1,276.087462784,34.9833984375,100679.695312
1988,2,276.087501234,34.4226989746,109028.484375
1989,0,88.0523575445,172.057006836,56202.453125
1989,2,88.0523586486,174.552001953,70649.4375
1990,0,246.219367481,239.110992432,185248.890625
1990,1,246.219490123,239.134002686,206415.109375
1990,2,246.219559652,237.809997559,133835.3125
1991,0,213.122499667,1156.42004395,1046496.9375
1991,1,213.12249471,1150.39001465,1085509.375
1991,2,213.122503336,1155.55004883,1355820.875
1992,0,267.118433455,237.867996216,483330.3125
1992,1,267.118575543,237.88999939,543854.125
1992,2,267.118556243,239.052001953,326566.03125
1993,1,153.078966416,516.968994141,517856.375
1993,2,153.079011469,518.461975098,578852.0
1994,0,134.047995948,371.972991943,164378.546875
1994,1,134.047991368,378.218994141,162385.3125
1994,2,134.047990933,367.574005127,182892.25
1995,1,179.094595939,374.131011963,6474839.5
1995,2,179.094572203,363.727996826,7398147.5
1996,0,104.066646274,415.511993408,923791.0
1996,1,104.066705577,416.450012207,1141326.5
1996,2,104.066728035,418.42098999,732063.625
1997,1,212.104785185,351.709991455,226868.40625
1997,2,212.104751644,353.12600708,345431.8125
1998,1,154.062969699,382.308013916,932522.5
1998,2,154.062936665,370.053985596,634147.25
1999,0,249.136324908,261.653991699,983731.25
1999,1,249.136360868,264.152008057,960911.1875
1999,2,249.136351746,258.893005371,942564.8125
2000,1,113.047720807,434.235992432,2774335.5
2000,2,113.047719934,433.584014893,3418071.5
2001,0,488.219966562,227.225997925,432853.96875
2001,1,488.219894323,224.684997559,350972.25
2001,2,488.219722727,228.399002075,205483.71875
2002,1,145.045560583,474.566009521,226647.078125
2002,2,145.045566532,472.808013916,405500.71875
2003,0,324.170258503,1375.05004883,4847333.0
2003,1,324.170279195,1373.7800293,4859045.5
2003,2,324.170268784,1374.33996582,5456158.0
2004,1,170.105471358,178.365005493,605568.125
2004,2,170.105479398,179.658004761,610591.0625
2005,0,213.083599736,563.552978516,445730.1875
2005,2,213.083691849,564.5,253595.140625
2006,1,303.168160395,289.092010498,96698.5234375
2006,2,303.168183435,278.851989746,81935.109375
2007,0,406.271720962,244.410003662,552794.25
2007,1,406.271933395,245.654998779,433414.84375
2007,2,406.271889118,241.867996216,279078.0625
2008,0,172.109970691,248.292007446,439424.9375
2008,2,172.109984166,248.401000977,507460.3125
2009,0,79.0421777046,80.8212966919,86656.2578125
2009,2,79.0421839538,86.1745986938,99139.921875
2010,0,120.958875847,21.7880992889,118682.054688
2010,2,120.958879611,12.257900238,132371.890625
2011,0,276.08746255,57.3246994019,86449.171875
2011,2,276.087514499,55.0162010193,99085.875
2012,0,167.122205046,727.567016602,86648.0703125
2012,2,167.122285864,725.945983887,342468.21875
2013,0,147.089495834,832.210021973,316033.4375
2013,2,147.089504805,837.70501709,455118.625
2014,0,146.057995577,410.32598877,706641.875
2014,1,146.058076404,412.733001709,655803.25
2014,2,146.058036823,415.946014404,554698.9375
2015,0,387.140293884,486.476013184,773630.375
2015,1,387.14030039,486.091003418,660108.0
2015,2,387.140197773,490.523010254,931797.3125
2016,1,102.046917635,713.565979004,32422.8847656
2016,2,102.046879708,718.211975098,104897.15625
2017,0,274.193140377,254.871002197,443792.59375
2017,1,274.193138322,254.705993652,401687.65625
2017,2,274.193161587,252.309005737,383716.09375
2018,0,220.109830609,241.75100708,394779.8125
2018,1,220.1099489,240.376998901,357628.34375
2018,2,220.109918339,239.052001953,289935.59375
2019,0,289.898329398,1375.05004883,114529.625
2019,1,289.898340994,1372.52001953,82240.96875
2019,2,289.898294793,1373.08996582,72970.3203125
2020,1,292.174499132,960.773010254,222505.625
2020,2,292.174461604,955.398986816,403969.3125
2021,0,279.150945927,410.32598877,3063590.5
2021,1,279.151111316,412.733001709,3056383.5
2021,2,279.151218242,415.946014404,2365339.5
2022,0,293.09333945,481.308013916,772145.6875
2022,1,293.093416306,484.855010986,933682.875
2022,2,293.093303039,481.859985352,718799.3125
2023,0,239.145065928,270.932006836,232399.828125
2023,1,239.145029597,274.67199707,219822.40625
2023,2,239.145021426,268.343994141,233361.9375
2024,0,198.136800841,766.981018066,60556.0195312
2024,1,198.136778091,769.010009766,63154.5351562
2024,2,198.13690292,765.226989746,65810.9140625
2025,1,97.0527384998,591.008972168,225241.203125
2025,2,97.0528378929,593.125976562,409711.4375
2026,1,103.099691496,1058.09997559,1280118.375
2026,2,103.0996902,1053.52001953,2157152.75
2027,0,157.121527322,225.863998413,796128.875
2027,2,157.121588961,233.731002808,586828.625
2028,0,416.160122018,210.783996582,1963761.625
2028,1,416.159917722,210.522003174,2415035.75
2028,2,416.159978542,209.139007568,2748005.75
2029,0,90.0874193845,805.973999023,100305.195312
2029,1,90.0874225559,806.645019531,104491.726562
2029,2,90.0874137463,802.614013672,133777.5625
2030,1,487.257209488,241.753997803,86798.5859375
2030,2,487.257497646,240.294998169,100176.820312
2031,0,451.125989471,638.82598877,313393.9375
2031,1,451.126044368,636.307006836,367981.0625
2031,2,451.125977846,640.500976562,371338.9375
2032,0,161.047610561,421.989013672,163159.015625
2032,1,161.047602125,422.890014648,153811.21875
2032,2,161.047667102,422.312988281,270340.28125
2033,0,231.110508679,519.739013672,407155.0625
2033,2,231.110665691,515.817993164,287241.1875
2034,0,493.192276009,481.308013916,442120.28125
2034,2,493.192412308,480.404998779,682271.1875
2035,1,360.146129456,656.242980957,2717702.75
2035,2,360.146074454,653.137023926,3466023.5
2036,0,127.046164862,410.32598877,2208092.75
2036,1,127.046249321,412.733001709,1883349.5
2036,2,127.046268351,414.710998535,1598155.5
2037,0,160.12929066,465.819000244,1557779.75
2037,1,160.129253095,466.731994629,1545462.875
2037,2,160.129296588,467.691986084,1741592.75
2038,1,197.08987944,646.276000977,2717157.5
2038,2,197.089911065,649.237976074,3134980.25
2039,0,173.105130423,409.089996338,1923052.625
2039,1,173.105219037,410.042999268,2085878.25
2039,2,173.105247347,413.476013184,1546107.375
2040,0,273.17684788,253.628005981,524000.9375
2040,1,273.176803129,257.558990479,517992.4375
2040,2,273.176738895,253.552001953,545220.1875
2041,0,216.060864682,597.228027344,1035308.625
2041,1,216.060945099,599.788024902,788251.75
2041,2,216.061134171,598.117980957,914557.8125
2042,0,370.189078485,472.407012939,383758.5
2042,2,370.189155403,471.399993896,482167.875
2043,0,198.108136665,409.089996338,1478803.5
2043,1,198.10819371,410.042999268,1083529.5
2043,2,198.108228404,414.710998535,1288019.125
2044,0,366.180804127,253.628005981,1428223.625
2044,1,366.180801568,258.804992676,1323395.875
2044,2,366.180854175,252.309005737,1561570.875
2045,0,299.077150663,395.725006104,1767372.75
2045,2,299.077147034,399.069000244,1995436.125
2046,0,329.17381252,276.096008301,140078.03125
2046,1,329.173987991,275.917999268,157894.84375
2046,2,329.173908305,272.447998047,129001.726562
2047,1,134.109511132,249.554992676,346479.25
2047,2,134.109479112,248.401000977,222994.890625
2048,0,158.043968582,636.289001465,2667640.5
2048,1,158.044003222,637.585998535,2288914.5
2048,2,158.043986174,633.023010254,2708047.5
2049,0,286.047529145,437.165008545,299728.46875
2049,1,286.047492027,436.819000244,358801.09375
2049,2,286.047585223,439.782989502,400471.71875
2050,0,813.495555509,250.774993896,183458.46875
2050,2,813.495245493,248.401000977,211702.515625
2051,0,382.108508938,628.815979004,769434.0625
2051,1,382.108405429,626.302001953,674427.25
2051,2,382.108509559,628.026000977,457795.1875
2052,0,207.173522849,757.557006836,203466.34375
2052,2,207.173547587,750.741027832,184636.09375
2053,0,293.156888672,736.431030273,771039.0625
2053,1,293.156850683,735.767028809,1008948.375
2053,2,293.156842906,740.42199707,1046547.125
2054,1,476.133499772,564.783996582,224377.1875
2054,2,476.133442038,563.257995605,212688.28125
2055,1,239.115627301,390.12298584,870992.3125
2055,2,239.115646357,393.984008789,805350.5
2056,1,364.188646427,224.684997559,2679409.0
2056,2,364.188694826,225.602996826,3339100.0
2057,0,292.153412409,748.133972168,5221894.0
2057,2,292.153405807,746.958007812,6808412.5
2058,1,166.029996441,448.059997559,140929.5
2058,2,166.029995466,433.584014893,239156.15625
2059,0,143.058252484,438.406005859,5057043.5
2059,1,143.058265295,434.235992432,4414663.5
2059,2,143.05826699,428.506988525,4155536.75
2060,0,202.110471713,409.089996338,427998.625
2060,1,202.110624687,412.733001709,317412.28125
2060,2,202.110589827,414.710998535,500438.03125
2061,0,146.05789778,519.739013672,797923.0
2061,1,146.0578536,519.443969727,915120.0625
2061,2,146.057855035,533.333984375,1219966.375
2062,0,93.9223287594,1395.34997559,1361078.5
2062,1,93.9223240962,1405.92004395,2132218.25
2062,2,93.9223252703,1397.5300293,2001927.875
2063,0,174.083330421,626.051025391,768321.0
2063,1,174.083346174,625.057983398,613877.875
2063,2,174.083321885,623.013977051,628094.9375
2064,0,532.435781858,222.13999939,27476880.0
2064,1,532.435768938,220.742004395,33284496.0
2064,2,532.435926071,223.119003296,14975710.0
2065,0,457.253370773,302.479003906,365116.0
2065,1,457.253443697,299.761993408,518031.03125
2065,2,457.253291886,288.101989746,307922.78125
2066,0,326.867275491,1127.04003906,90622.5078125
2066,1,326.867228896,1138.34997559,67242.1796875
2066,2,326.86731279,1124.93005371,86747.4375
2067,1,286.999324483,1359.66003418,94268.890625
2067,2,286.999361098,1351.55004883,121967.46875
2068,0,360.19367429,272.359985352,211322.40625
2068,2,360.193416777,277.608001709,204440.203125
2069,0,165.078989971,427.097991943,430350.6875
2069,2,165.078972085,433.584014893,499004.3125
2070,0,326.150897339,573.559020996,512084.90625
2070,1,326.150955616,572.37902832,533548.9375
2070,2,326.151209674,569.533996582,660746.1875
2071,1,179.864146242,1353.35998535,84843.203125
2071,2,179.864164915,1354.09997559,157461.65625
2072,1,179.079307128,641.314025879,2394459.25
2072,2,179.079293695,639.262023926,2903710.5
2073,1,440.194292914,265.397003174,329218.90625
2073,2,440.194593084,261.567993164,102953.109375
2074,1,242.973289843,98.2612991333,101314.765625
2074,2,242.973307071,99.1277999878,118023.195312
2075,0,330.240725465,253.628005981,1282687.0
2075,1,330.240743603,258.804992676,1001354.0625
2075,2,330.240743625,252.309005737,1083144.625
2076,0,86.0367636707,646.271972656,12338473.0
2076,1,86.03675159,646.276000977,10857321.0
2076,2,86.0367708974,645.484008789,10521985.0
2077,0,149.084104401,454.625,12314111.0
2077,1,149.084072543,453.065002441,11394749.0
2077,2,149.084087735,453.561004639,16859824.0
2078,0,505.202953838,499.240997314,393269.65625
2078,2,505.202293404,496.915008545,1023398.1875
2079,0,183.035393952,377.302001953,168191.390625
2079,1,183.035435502,390.12298584,127870.890625
2079,2,183.035395424,392.744995117,196112.53125
2080,0,342.183300224,212.020004272,698626.375
2080,1,342.182906034,210.522003174,666797.9375
2080,2,342.182982133,211.60899353,630561.5
2081,0,145.052679399,410.32598877,3048447.25
2081,2,145.052799843,414.710998535,3337522.5
2082,1,100.052443321,502.852996826,303191.0625
2082,2,100.052463808,505.656005859,406889.78125
2083,0,186.148038116,959.393981934,165696.828125
2083,1,186.14803843,955.492004395,158706.265625
2083,2,186.148019089,957.974975586,223232.0
2084,0,144.126249473,908.711975098,880449.3125
2084,1,144.126248712,907.484008789,906761.375
2084,2,144.12625453,908.857971191,1225405.125
2085,1,127.074503081,662.565979004,681019.5
2085,2,127.074532952,675.663024902,508315.6875
2086,0,229.153825022,967.45300293,52533.8945312
2086,1,229.153764845,964.78302002,42448.640625
2086,2,229.153895531,969.776000977,72349.1484375
2087,1,326.168249353,1330.9699707,84472.5
2087,2,326.168198059,1331.05004883,111018.945312
2088,0,629.350116916,560.986999512,51275.2382812
2088,2,629.349305355,563.257995605,123777.367188
2089,0,278.162889433,252.384994507,160386.515625
2089,1,278.162933051,261.294006348,176135.0625
2089,2,278.162896681,254.794998169,193140.28125
2090,0,477.285226939,223.380996704,147410.15625
2090,2,477.28549004,223.119003296,129916.0
2091,0,144.042236915,667.614013672,6715682.0
2091,1,144.04223115,668.90802002,7627813.5
2091,2,144.042224652,663.229003906,8047188.0
2092,0,158.069167312,653.757995605,12057903.0
2092,1,158.069133908,655.00201416,11376361.0
2092,2,158.069126607,654.37701416,13341093.0
2093,0,210.161832308,293.227996826,188368.9375
2093,2,210.161768263,282.765014648,160346.78125
2094,1,287.195672225,557.094970703,154714.46875
2094,2,287.195630026,559.515991211,210509.78125
2095,0,214.117923101,277.70199585,1485689.25
2095,1,214.117920366,278.774993896,1335407.25
2095,2,214.117954567,273.694000244,608500.0625
2096,0,123.051360217,411.614990234,756052.1875
2096,1,123.051409294,412.733001709,626462.75
2096,2,123.051431138,415.946014404,460824.125
2097,0,247.1054147,635.046020508,11759048.0
2097,1,247.105468856,636.307006836,11506253.0
2097,2,247.105476988,634.263977051,11276436.0
2098,0,420.159009875,636.289001465,1424540.75
2098,1,420.159136104,635.062988281,1305226.0
2098,2,420.159116264,634.263977051,1422582.0
2099,0,177.082344415,267.191986084,1327705.625
2099,1,177.082351645,269.502990723,1143114.25
2099,2,177.082337418,268.343994141,604739.125
2100,1,336.168667753,255.949996948,85491.640625
2100,2,336.169006674,249.641998291,87400.0703125
2101,0,121.938198247,75.4745025635,58417.3671875
2101,1,121.938217092,78.3762969971,50593.1171875
2101,2,121.938181425,82.3705978394,43190.5703125
2102,0,161.068788491,718.297973633,11745798.0
2102,1,161.068772839,725.396972656,10767310.0
2102,2,161.068803689,722.16998291,13962303.0
2103,0,344.131815373,642.551025391,501578.8125
2103,1,344.131732423,647.552978516,663634.4375
2103,2,344.131745706,643.005004883,772942.1875
2104,0,218.078988606,239.110992432,189668.46875
2104,1,218.079099319,239.134002686,185461.859375
2104,2,218.07902484,239.052001953,147871.546875
2105,0,319.186605274,205.735992432,1862683.75
2105,1,319.186449802,206.817001343,2028900.25
2105,2,319.186458117,205.37600708,2139009.5
2106,0,271.105326032,460.834991455,672431.375
2106,2,271.105453031,458.773986816,736190.625
2107,0,209.098056427,467.234008789,291873.25
2107,1,209.097816808,470.621002197,322435.1875
2107,2,209.098122302,468.928985596,291540.78125
2108,0,308.196319006,1375.05004883,404965.1875
2108,1,308.196340538,1376.2800293,365827.15625
2108,2,308.196295084,1374.33996582,319945.5
2109,0,130.95445405,1364.80004883,102136.570312
2109,1,130.9544609,1364.92004395,85273.5859375
2109,2,130.954464441,1362.97998047,94071.5703125
2110,0,277.116089991,542.280029297,177812096.0
2110,1,277.115951588,544.473999023,161247776.0
2110,2,277.116098543,542.03302002,165796016.0
2111,0,327.997837143,4.46622991562,70015.3125
2111,2,327.997748304,5.5431599617,62412.15625
2112,0,447.196583914,676.494018555,418929.90625
2112,1,447.196386035,680.151000977,380701.28125
2112,2,447.196680547,678.146972656,566801.875
2113,0,178.135706614,249.533996582,218403.296875
2113,1,178.135710036,250.79699707,218955.484375
2113,2,178.135728197,245.585998535,173075.28125
2114,0,330.073942304,265.57699585,289419.03125
2114,1,330.07387246,270.74899292,195682.0
2114,2,330.073862221,264.239990234,117629.03125
2115,0,247.128960886,249.533996582,162697.953125
2115,2,247.128848426,248.401000977,144362.65625
2116,0,260.082984979,300.863006592,591962.3125
2116,1,260.082948366,299.761993408,587224.8125
2116,2,260.083031991,292.20300293,336219.125
2117,0,149.068798137,590.942016602,302629.0
2117,1,149.068860176,591.008972168,334325.3125
2117,2,149.069076517,593.125976562,322863.9375
2118,0,239.136385397,430.82800293,272210.875
2118,1,239.136481745,432.993988037,238268.90625
2118,2,239.136387442,430.985992432,286242.03125
2119,0,97.9768413916,232.557998657,254903.328125
2119,1,97.9768552405,231.005004883,214718.265625
2119,2,97.9768865826,233.731002808,156935.390625
2120,0,116.0837369,328.967987061,775997.3125
2120,1,116.083726686,340.233001709,1027432.75
2120,2,116.083731097,341.138000488,1286881.375
2121,0,537.272959512,240.354003906,1383142.375
2121,1,537.273224079,240.376998901,1699757.125
2121,2,537.273211651,240.294998169,1013659.6875
2122,0,262.193054498,235.044006348,222561.625
2122,1,262.193139877,235.080993652,252660.15625
2122,2,262.193160156,239.052001953,214814.203125
2123,0,252.084291213,680.219970703,292270.90625
2123,1,252.084360177,677.664001465,298087.65625
2123,2,252.084351026,678.146972656,287415.0
2124,0,138.042922096,87.5820007324,262224.375
2124,2,138.042932372,94.0087966919,237397.5
2125,1,146.057975259,378.218994141,216731.484375
2125,2,146.057931713,367.574005127,254488.859375
2126,0,164.068476665,612.151977539,11474191.0
2126,1,164.068504807,613.614013672,13363989.0
2126,2,164.068610752,612.989013672,12699347.0
2127,0,111.043274376,514.793029785,9577663.0
2127,1,111.043261842,513.255981445,8932708.0
2127,2,111.043326746,513.346984863,10019256.0
2128,0,366.223211937,209.54800415,958287.4375
2128,1,366.22291071,208.052001953,850573.5
2128,2,366.222934132,206.611999512,849645.4375
2129,0,303.240925082,229.710006714,11433765.0
2129,1,303.241005446,229.763000488,11810517.0
2129,2,303.241043224,229.643005371,6808919.5
2130,0,271.127875515,1125.70996094,102345.1875
2130,1,271.127867163,1134.08996582,93411.9296875
2130,2,271.127826041,1134.18994141,134052.171875
2131,0,292.926897049,1382.66003418,50971.9804688
2131,1,292.926987351,1382.64001465,50146.484375
2131,2,292.926897403,1378.31994629,44836.9960938
2132,1,320.184859095,37.5233001709,99924.25
2132,2,320.184788376,38.2658004761,104450.5625
2133,0,283.09150969,583.487976074,4361483.5
2133,1,283.091471355,583.546020508,5106833.0
2133,2,283.091723317,581.940002441,6142688.5
2134,0,278.147408627,410.32598877,26891066.0
2134,1,278.147562805,412.733001709,25312288.0
2134,2,278.14760852,414.710998535,19647838.0
2135,1,483.298511387,206.817001343,244497.953125
2135,2,483.298088408,204.13999939,226022.75
2136,0,283.131946931,365.688995361,221371.671875
2136,2,283.131916237,360.92401123,383975.84375
2137,0,251.920958496,1256.34997559,39429.7695312
2137,1,251.920987933,1260.82995605,35214.40625
2137,2,251.92085763,1257.14001465,50471.4179688
2138,0,156.97213461,1364.80004883,35560.4023438
2138,2,156.972204248,1355.35998535,30746.9765625
2139,1,359.142609939,656.242980957,21479344.0
2139,2,359.142553703,658.093994141,24203584.0
2140,0,281.13630481,500.483001709,1499684.0
2140,1,281.136364161,502.852996826,1266431.375
2140,2,281.136353772,500.632995605,1295501.375
2141,0,509.726618043,786.362976074,123745.1875
2141,1,509.726779577,783.53302002,130672.164062
2141,2,509.726596048,785.723999023,179837.5625
2142,1,193.095036274,835.593994141,684681.6875
2142,2,193.095028827,828.429016113,767943.625
2143,0,121.938207503,84.8425979614,49499.2109375
2143,1,121.938201791,95.5278015137,53178.3710938
2143,2,121.938187319,91.289100647,46180.3828125
2144,0,356.553672747,732.633972168,238630.84375
2144,1,356.553537085,730.656982422,179114.546875
2144,2,356.553582179,727.57800293,182620.265625
2145,0,252.098655317,438.406005859,522079.375
2145,1,252.098703107,440.541992188,502324.125
2145,2,252.098635571,441.023010254,594428.8125
2146,0,247.051292622,647.549987793,3564481.25
2146,1,247.051290876,650.036010742,2701529.75
2146,2,247.051287303,647.997009277,4074662.75
2147,0,328.171730378,650.03302002,289767.4375
2147,1,328.171531628,656.242980957,310118.125
2147,2,328.171661651,654.37701416,345401.90625
2148,0,173.068736871,420.519989014,1265392.75
2148,2,173.068860463,419.658996582,1867267.375
2149,1,437.14015375,621.223999023,167755.859375
2149,2,437.14030169,623.013977051,251698.625
2150,0,362.16827852,902.302978516,875116.625
2150,1,362.168403675,901.028991699,988795.75
2150,2,362.168313495,906.278015137,1152780.25
2151,0,151.099692411,198.223007202,21988480.0
2151,1,151.099678858,196.722000122,36127652.0
2151,2,151.099677256,197.82699585,29826362.0
2152,0,194.105646253,344.381011963,433753.0625
2152,1,194.105634154,341.520996094,512402.59375
2152,2,194.105690177,345.179992676,536734.5625
2153,0,473.739431909,774.757995605,271750.03125
2153,1,473.739392501,774.260986328,256332.203125
2153,2,473.739202851,774.148986816,448039.3125
2154,0,270.157741862,282.677001953,243543.84375
2154,1,270.157768246,283.929992676,277436.53125
2154,2,270.15769996,276.179992676,206530.890625
2155,0,181.073880079,435.829986572,456999.3125
2155,2,181.073887894,441.023010254,963746.75
2156,1,989.343022444,692.080993652,209985.546875
2156,2,989.343059764,696.226989746,223952.0
2157,0,179.07926788,600.95098877,11014748.0
2157,1,179.079314949,601.028015137,11670743.0
2157,2,179.079441005,601.83001709,12629134.0
2158,0,82.0529697935,631.310974121,705789.625
2158,1,82.0530058092,631.327026367,713517.5625
2158,2,82.0529951571,629.270996094,894058.75
2159,0,264.10364756,553.526977539,357576.0625
2159,1,264.103669253,555.677001953,286718.71875
2159,2,264.103663351,550.732971191,382629.625
2160,0,414.769178586,1386.43005371,357923.59375
2160,1,414.769224727,1386.41003418,344583.25
2160,2,414.769157784,1385.84997559,411182.625
2161,1,126.104467704,245.654998779,170281.59375
2161,2,126.104497259,240.294998169,128489.03125
2162,0,361.147466568,650.03302002,585701.75
2162,1,361.147420886,656.242980957,638506.375
2162,2,361.147346737,658.093994141,769531.75
2163,0,161.084031735,345.625,4208449.5
2163,1,161.084040941,340.233001709,5059151.5
2163,2,161.084030829,342.697998047,5711724.5
2164,1,318.121569872,415.210998535,188101.4375
2164,2,318.121760546,422.312988281,242978.765625
2165,0,143.05826787,378.541992188,784526.5
2165,1,143.058269233,365.069000244,666197.875
2165,2,143.058266389,368.813995361,2399656.0
2166,0,385.19444531,205.735992432,425953.71875
2166,1,385.194390605,204.309005737,484072.53125
2166,2,385.19438909,206.611999512,301183.84375
2167,0,323.088227387,310.354003906,87851.1015625
2167,2,323.088131672,302.890991211,110768.3125
2168,0,667.224943029,677.736022949,1074554.25
2168,1,667.224927065,677.664001465,1094643.5
2168,2,667.225027652,676.906005859,1211530.25
2169,0,118.082355009,563.552978516,1197966.5
2169,1,118.082313123,566.031005859,1235697.375
2169,2,118.082373391,564.5,1525527.625
2170,0,221.077034233,208.31300354,263957.5
2170,1,221.076828946,211.757995605,269003.0625
2170,2,221.076888954,210.37399292,303612.34375
2171,0,346.08777968,542.280029297,760780.4375
2171,1,346.087616273,540.706970215,714882.125
2171,2,346.087701439,547.018005371,545001.0
2172,0,514.205990398,605.939025879,10979118.0
2172,1,514.206033744,606.018005371,10723106.0
2172,2,514.206385001,605.539001465,15778384.0
2173,0,376.149760869,272.359985352,288539.1875
2173,2,376.149709629,268.343994141,196048.1875
2174,0,162.052638541,410.32598877,792531.0625
2174,1,162.052792306,412.733001709,757682.5625
2174,2,162.052820264,414.710998535,625907.875
2175,1,381.224304425,209.287002563,428148.25
2175,2,381.224109608,209.139007568,530562.6875
2176,0,401.15382289,536.041015625,663399.75
2176,2,401.153739264,537.08001709,640918.125
2177,0,257.162575381,244.410003662,161904.703125
2177,1,257.162742928,250.79699707,125578.195312
2177,2,257.162638327,240.294998169,110265.578125
2178,1,277.16190912,687.981018066,82653.046875
2178,2,277.161826227,689.789001465,73293.25
2179,0,280.150251568,256.117004395,138464.984375
2179,1,280.150234157,261.294006348,125003.765625
2179,2,280.150260412,254.794998169,114626.789062
2180,0,187.120801527,256.117004395,1916740.0
2180,1,187.120815293,261.294006348,2045385.375
2180,2,187.120806785,254.794998169,1397466.5
2181,0,217.142604394,840.044006348,3085083.75
2181,1,217.14262862,839.58001709,3296221.0
2181,2,217.14262823,842.767028809,4006357.75
2182,0,249.136264506,239.110992432,357617.0625
2182,1,249.136431487,239.134002686,305747.75
2182,2,249.136372727,240.294998169,283314.78125
2183,0,195.089569453,281.432006836,703543.1875
2183,1,195.089593053,283.929992676,740678.4375
2183,2,195.089556018,277.608001709,501650.65625
2184,0,312.172502191,207.07699585,951153.5
2184,1,312.172446189,211.757995605,929700.8125
2184,2,312.172407284,209.139007568,863954.5625
2185,0,715.929958116,265.57699585,272919.03125
2185,1,715.929627754,270.74899292,333810.84375
2185,2,715.929603423,262.993988037,333049.65625
2186,0,277.07154566,256.117004395,1072232.5
2186,1,277.071517505,257.558990479,1006219.3125
2186,2,277.071530178,254.794998169,1017928.25
2187,0,360.152964486,890.573974609,108682.570312
2187,1,360.152891189,893.197021484,117212.875
2187,2,360.153085762,888.236999512,138212.453125
2188,0,161.051012211,277.70199585,5840093.5
2188,1,161.05100726,278.774993896,5076107.0
2188,2,161.051009193,274.937011719,2688564.25
2189,0,258.150904753,813.804016113,435345.15625
2189,1,258.150940911,811.947021484,449642.1875
2189,2,258.150941807,815.484985352,675139.8125
2190,0,199.193578915,1338.0,663066.4375
2190,1,199.193590075,1341.43005371,764191.8125
2190,2,199.193578802,1345.22998047,691800.5
2191,0,182.105418022,409.089996338,290479.03125
2191,1,182.105493628,421.412994385,263009.78125
2191,2,182.10561365,415.946014404,315547.59375
2192,0,664.453144293,218.244995117,360866.65625
2192,1,664.453141479,219.503997803,493122.40625
2192,2,664.453698627,220.45199585,221202.703125
2193,0,248.108809166,636.289001465,1381809.25
2193,1,248.108924803,637.585998535,1322962.0
2193,2,248.10885677,635.505004883,1348524.375
2194,0,248.184787921,526.107971191,1228983.25
2194,2,248.184822067,524.642028809,2864716.5
2195,0,309.121150703,382.583007812,568558.0625
2195,1,309.121217208,380.70098877,476277.75
2195,2,309.121256129,378.187011719,543578.4375
2196,0,190.077538377,286.411987305,1622936.875
2196,1,190.07755325,287.847991943,1607532.5
2196,2,190.077535585,281.522003174,559438.0625
2197,0,317.072345528,624.804992676,356302.40625
2197,1,317.072317264,623.814025879,361587.375
2197,2,317.072414684,623.013977051,353276.90625
2198,0,168.115015069,355.669006348,361344.8125
2198,2,168.114953069,363.727996826,363964.5625
2199,1,147.068372213,370.040008545,192535.65625
2199,2,147.068312973,362.489990234,253465.890625
2200,0,320.140548568,287.882995605,2063632.75
2200,1,320.140587533,287.847991943,2080852.375
2200,2,320.140556464,280.095001221,758770.0625
2201,0,686.256266946,676.494018555,329287.0625
2201,1,686.256396272,680.151000977,344606.96875
2201,2,686.25639186,678.146972656,389678.21875
2202,0,161.068763812,503.147003174,1118740.625
2202,2,161.06879069,505.656005859,1235174.625
2203,1,250.124450571,1022.14001465,31529.9589844
2203,2,250.124449983,1018.25,54252.6875
2204,0,200.196834745,1348.14001465,94750.3671875
2204,1,200.196869816,1349.20996094,104157.070312
2204,2,200.196899835,1355.35998535,110777.726562
2205,0,235.141995919,540.99597168,7373383.0
2205,1,235.141878738,541.991027832,7263002.5
2205,2,235.141989959,540.79498291,8271276.5
2206,0,102.013925688,278.946014404,412574.8125
2206,1,102.013935359,278.774993896,451021.75
2206,2,102.013942331,274.937011719,167553.890625
2207,1,302.117411365,500.145996094,426035.09375
2207,2,302.11733733,499.391998291,343910.15625
2208,0,320.052341969,437.165008545,1232835.125
2208,1,320.052412096,438.059997559,1372912.5
2208,2,320.052293209,439.782989502,1933513.25
2209,0,193.869662251,1322.84997559,622599.125
2209,1,193.869664564,1327.20996094,699682.0
2209,2,193.869674822,1327.30004883,589191.625
2210,0,209.891520051,1344.36999512,122718.75
2210,1,209.891526285,1336.18005371,106408.515625
2210,2,209.891579186,1336.23999023,90921.21875
2211,0,357.105734719,416.79800415,577656.3125
2211,1,357.106002636,418.930999756,671789.4375
