peakset,file,m/z,rt,intensity
10812,2,121.060827854,217.973999023,470003.3125
10813,2,306.150920321,852.04498291,468645.34375
10814,2,295.128110946,345.179992676,466936.71875
10815,2,159.053203995,509.638000488,466613.25
10816,2,436.141438869,542.03302002,465750.125
10817,2,185.052414827,540.79498291,465264.625
10818,2,435.122646857,293.446990967,464345.25
10819,2,313.780110112,1427.67004395,463804.09375
10820,2,131.125195887,1242.58996582,463718.53125
10821,2,186.100394606,569.533996582,463697.15625
10822,2,186.100391577,484.334014893,462915.375
10823,2,211.095516729,300.036010742,462446.03125
10824,2,170.069168821,399.069000244,462163.5625
10825,2,131.125195097,1230.38000488,462128.34375
10826,2,305.126215809,392.744995117,460509.71875
10827,2,231.110708088,505.656005859,460297.71875
10828,2,137.084058648,360.92401123,459705.15625
10829,2,192.089926209,392.744995117,459389.3125
10830,2,88.1000288251,837.70501709,459109.53125
10831,2,197.068940978,362.489990234,458369.96875
10832,2,294.121841804,458.773986816,458160.9375
10833,2,399.840224679,563.257995605,456481.0625
10834,2,113.095321769,1003.77001953,456456.84375
10835,2,102.948220146,1342.72998047,455463.03125
10836,2,88.1000258629,816.750976562,454987.875
10837,2,127.099712736,345.179992676,453598.34375
10838,2,222.089130363,317.300994873,451108.625
10839,2,378.222670161,211.60899353,449521.5
10840,2,246.169109262,537.08001709,448461.625
10841,2,88.1000282243,1155.55004883,447880.5625
10842,2,369.119176189,621.771972656,447130.65625
10843,2,113.095328972,1037.93005371,446294.84375
10844,2,184.121167606,362.489990234,445614.21875
10845,2,392.050765344,476.516998291,444489.5
10846,2,192.07867486,353.12600708,443351.875
10847,2,183.089518726,433.584014893,443278.0625
10848,2,183.089487822,433.584014893,443278.0625
10849,2,519.243239756,427.268005371,442735.09375
10850,2,313.780114696,139.272994995,441603.25
10851,2,113.095319601,1020.80999756,440866.875
10852,2,88.1000263385,1172.75,439397.0
10853,2,487.174638655,559.515991211,437613.6875
10854,2,249.835948629,1320.4699707,436511.15625
10855,2,202.095319803,363.727996826,435366.9375
10856,2,232.060071439,550.732971191,434239.15625
10857,2,193.869669151,1337.5300293,433677.875
10858,2,133.073911777,458.773986816,433522.03125
10859,2,180.089740641,363.727996826,433487.71875
10860,2,199.095712938,616.736999512,433091.875
10861,2,293.126407964,413.476013184,430542.84375
10862,2,154.099287987,245.585998535,429306.9375
10863,2,170.105489951,22.7628002167,428335.46875
10864,2,113.047698241,489.283996582,428114.03125
10865,2,407.266993764,207.904006958,427301.84375
10866,2,96.0211475196,563.257995605,427254.9375
10867,2,294.150762851,495.677001953,427017.53125
10868,2,269.089855824,415.946014404,424727.40625
10869,2,113.095323117,1086.43005371,423208.3125
10870,2,113.095322847,1060.0,422885.625
10871,2,225.063604414,363.727996826,422611.21875
10872,2,284.115660961,362.489990234,420122.5625
10873,2,400.330132765,636.780029297,419966.59375
10874,2,166.099349529,336.17300415,419519.90625
10875,2,166.099363467,336.17300415,419519.90625
10876,2,192.078666875,336.17300415,416929.84375
10877,2,141.090199375,964.692993164,415000.84375
10878,2,113.084103886,538.317993164,414035.71875
10879,2,161.892174736,68.1523971558,411459.34375
10880,2,72.057510279,453.561004639,410931.5625
10881,2,113.09532429,1073.5300293,407383.375
10882,2,221.072673029,324.752990723,405776.4375
10883,2,364.309361985,593.125976562,404688.375
10884,2,183.089540668,362.489990234,404650.875
10885,2,221.072569438,300.036010742,404464.875
10886,2,113.095316589,1110.22998047,404237.3125
10887,2,130.093568782,666.945983887,403840.4375
10888,2,247.093116637,399.069000244,402075.5
10889,2,181.019676839,360.92401123,401287.0
10890,2,173.068852758,557.030029297,400476.15625
10891,2,187.120882506,547.018005371,396058.28125
10892,2,337.334479352,301.278991699,395600.65625
10893,2,170.069142629,372.859008789,395159.28125
10894,2,199.084481067,345.179992676,394973.5
10895,2,415.206486631,914.107971191,394838.84375
10896,2,190.103346223,305.37701416,394777.34375
10897,2,347.171818847,952.864013672,393946.96875
10898,2,256.034754689,257.647003174,393500.71875
10899,2,113.095325153,1147.59997559,393409.65625
10900,2,177.082433072,324.752990723,393140.625
10901,2,170.105465491,211.60899353,392231.40625
10902,2,275.150030868,224.36000061,391221.28125
10903,2,403.166185189,206.611999512,390141.34375
10904,2,372.237415692,274.937011719,390131.46875
10905,2,254.162841596,842.767028809,390053.8125
10906,2,181.019663047,346.583007812,388939.4375
10907,2,436.231949228,284.007995605,388325.5
10908,2,251.07957352,443.618988037,387487.5
10909,2,116.066629721,654.37701416,387202.40625
10910,2,292.174472486,886.96697998,386517.21875
10911,2,222.093321978,548.255981445,386045.5625
10912,2,217.095141734,419.658996582,385945.25
10913,2,113.095302166,628.026000977,385765.65625
10914,2,113.095346121,628.026000977,385765.65625
10915,2,163.084534095,623.013977051,384468.59375
10916,2,316.133052839,463.82800293,384336.84375
10917,2,113.084132985,549.494018555,383020.25
10918,2,201.10009301,337.417999268,382828.4375
10919,2,135.068426373,392.744995117,382315.15625
10920,2,154.062962387,343.938995361,381090.5
10921,2,318.126115235,552.026000977,380884.34375
10922,2,217.085114561,342.697998047,380130.53125
10923,2,277.161870123,823.169006348,379036.03125
10924,2,383.323204079,616.736999512,376590.0
10925,2,175.084486184,306.986999512,375792.3125
10926,2,97.0527570031,329.790008545,375612.1875
10927,2,120.086769126,522.169006348,375569.0
10928,2,255.074099988,420.897003174,373246.625
10929,2,239.115599299,277.608001709,371861.0
10930,2,256.153323127,962.146972656,371717.3125
10931,2,462.261659036,216.557006836,370984.21875
10932,2,280.045969798,371.295013428,369775.9375
10933,2,170.045745066,448.574005127,369657.78125
10934,2,295.128050755,328.549987793,369367.375
10935,2,412.20532116,920.466003418,367675.8125
10936,2,212.10475838,329.790008545,367414.375
10937,2,140.058596405,418.42098999,367017.46875
10938,2,171.020908742,513.346984863,366399.40625
10939,2,274.152576757,362.489990234,364463.59375
10940,2,233.126234845,925.547973633,363328.40625
10941,2,239.115629621,295.936004639,362878.0
10942,2,155.094687274,392.744995117,361873.6875
10943,2,239.12676737,366.208007812,360228.9375
10944,2,317.147522695,413.476013184,359303.96875
10945,2,130.039712678,462.592987061,358838.8125
10946,2,163.063262321,336.17300415,357762.65625
10947,2,168.11500734,324.752990723,355949.78125
10948,2,251.079208253,475.279998779,355131.9375
10949,2,348.193696277,305.37701416,354891.6875
10950,2,202.095296834,355.609985352,353019.90625
10951,2,223.105530332,771.583984375,352497.96875
10952,2,138.087429581,460.010009766,351162.25
10953,2,308.19862595,276.179992676,350990.875
10954,2,147.089491047,453.561004639,350299.53125
10955,2,116.066646315,639.262023926,349606.125
10956,2,217.08504933,362.489990234,348966.34375
10957,2,235.084483285,467.691986084,348778.65625
10958,2,291.095035831,462.592987061,348701.46875
10959,2,232.121106118,337.417999268,348650.09375
10960,2,135.06841696,362.489990234,348370.25
10961,2,276.152878947,647.997009277,347668.0
10962,2,111.040215247,596.880004883,347185.53125
10963,2,295.142161807,413.476013184,346502.03125
10964,2,508.153595031,559.515991211,346253.75
10965,2,265.11600027,679.388977051,345990.40625
10966,2,204.063500759,474.044006348,344918.21875
10967,2,148.037257101,567.052978516,344259.15625
10968,2,380.303894554,564.5,343566.5
10969,2,251.079414555,458.773986816,343092.34375
10970,2,198.108257475,404.222991943,341132.15625
10971,2,361.710829817,504.414001465,339433.84375
10972,2,289.064507781,426.028991699,339185.21875
10973,2,337.334365604,315.694000244,338395.03125
10974,2,235.084333433,429.747009277,337998.25
10975,2,260.137108344,396.588012695,336987.9375
10976,2,104.069571429,646.757995605,336697.0625
10977,2,290.110834804,631.780029297,336111.75
10978,2,274.152566258,346.583007812,335589.84375
10979,2,113.095363101,612.989013672,335133.25
10980,2,183.089562069,341.138000488,334990.75
10981,2,349.20994443,412.239013672,334583.84375
10982,2,170.105535491,240.294998169,333765.65625
10983,2,162.08733564,396.588012695,333727.625
10984,2,134.047969061,404.222991943,333652.1875
10985,2,322.081885874,362.489990234,332821.8125
10986,2,92.047421579,596.880004883,332747.34375
10987,2,193.139499125,306.986999512,332098.375
10988,2,120.95887579,1333.72998047,332063.1875
10989,2,246.132641647,685.687988281,329931.53125
10990,2,307.12675336,623.013977051,328466.6875
10991,2,190.103346001,324.752990723,328030.90625
10992,2,163.063279755,401.554992676,327831.9375
10993,2,113.095325857,1212.67004395,326300.90625
10994,2,232.121047522,333.691009521,325250.21875
10995,2,280.045988823,404.222991943,324841.09375
10996,2,265.131312294,387.412994385,324083.375
10997,2,362.209377526,300.036010742,323989.21875
10998,2,246.100327772,363.727996826,323671.25
10999,2,751.274482363,663.229003906,323244.96875
11000,2,267.110528779,475.279998779,323100.1875
11001,2,327.143024776,321.028991699,322391.8125
11002,2,515.40889635,289.346008301,322248.21875
11003,2,261.096037709,620.45300293,321600.90625
11004,2,151.014788338,1428.93994141,321167.53125
11005,2,411.22544563,216.557006836,320849.34375
11006,2,240.147252033,868.760009766,320280.875
11007,2,374.13319923,363.727996826,319955.40625
11008,2,237.136338852,362.489990234,318239.0
11009,2,398.314680101,614.226013184,317232.1875
11010,2,163.063257145,355.609985352,317193.5625
11011,2,666.50881281,245.585998535,317132.75
11012,2,164.095001538,412.239013672,316999.09375
11013,2,298.093188799,401.554992676,316972.5
11014,2,277.131250543,362.489990234,315533.90625
11015,2,534.10138406,471.399993896,315496.09375
11016,2,200.116108919,393.984008789,314051.59375
11017,2,163.056104013,479.169006348,314025.9375
11018,2,221.116371463,410.813995361,313974.6875
11019,2,182.094289006,325.997009277,313960.96875
11020,2,170.077215094,414.710998535,313700.65625
11021,2,265.131307862,270.834991455,313479.3125
11022,2,414.180488783,205.37600708,313102.125
11023,2,166.074232398,1086.43005371,312831.5
11024,2,197.000116448,616.736999512,311260.15625
11025,2,194.105590856,870.026000977,311151.84375
11026,2,213.040156835,434.824005127,310214.3125
11027,2,113.09532923,1253.10998535,310099.28125
11028,2,294.219404816,217.973999023,310038.84375
11029,2,233.069671612,461.247009277,309849.125
11030,2,219.089458954,362.489990234,309820.09375
11031,2,218.001516277,444.856994629,309290.625
11032,2,163.063268559,367.574005127,307679.09375
11033,2,282.115653745,350.485992432,306295.53125
11034,2,85.0244179953,659.333984375,305953.8125
11035,2,517.201517306,552.026000977,305801.3125
11036,2,217.13137203,414.710998535,305735.3125
11037,2,192.126342251,393.984008789,304743.46875
11038,2,153.049940875,588.16998291,304296.6875
11039,2,218.019593644,598.117980957,303662.59375
11040,2,268.121195492,360.92401123,303382.71875
11041,2,337.334371959,329.790008545,303259.21875
11042,2,336.1643172,678.146972656,303145.59375
11043,2,292.174507397,1114.27001953,303126.0
11044,2,278.093566603,504.414001465,302872.78125
11045,2,244.107568037,1438.22998047,302844.15625
11046,2,246.132745053,673.182006836,302154.15625
11047,2,199.193576626,1321.91003418,301499.0
11048,2,176.094949365,509.638000488,301348.40625
11049,2,252.120748008,496.915008545,300406.375
11050,2,161.083995606,441.023010254,298941.6875
11051,2,279.151528114,393.984008789,298911.59375
11052,2,388.187891206,209.139007568,298366.21875
11053,2,88.100015632,964.692993164,297978.0625
11054,2,225.172788099,250.886001587,297483.09375
11055,2,344.050806245,476.516998291,297339.4375
11056,2,265.131257317,360.92401123,297278.28125
11057,2,116.047315543,370.053985596,296450.625
11058,2,152.066682021,362.489990234,296023.25
11059,2,248.173753144,517.224975586,295630.0625
11060,2,390.179539413,245.585998535,295595.3125
11061,2,266.115334286,305.37701416,295127.0625
11062,2,178.074146074,413.476013184,294839.71875
11063,2,593.253696924,549.494018555,294102.09375
11064,2,360.193544167,253.552001953,293613.875
11065,2,194.077226535,392.744995117,293465.9375
11066,2,292.174504041,1128.82995605,291099.65625
11067,2,181.019647276,396.588012695,290926.9375
11068,2,386.169795424,345.179992676,290701.375
11069,2,113.095321667,1277.36999512,290567.125
11070,2,338.147885443,744.393005371,290240.96875
11071,2,135.0976667,360.92401123,290218.15625
11072,2,184.121201273,391.140014648,289943.0
11073,2,608.236191327,647.997009277,289347.1875
11074,2,181.019662868,328.549987793,289292.875
11075,2,233.12638195,362.489990234,288848.09375
11076,2,116.047332107,396.588012695,288741.15625
11077,2,284.115842815,392.744995117,288651.46875
11078,2,288.132151434,540.79498291,288648.53125
11079,2,489.24433592,210.37399292,288638.375
11080,2,88.1000302848,1054.80004883,287334.25
11081,2,252.120901469,513.346984863,287127.9375
11082,2,306.652723356,750.741027832,287001.15625
11083,2,388.163287624,413.476013184,286777.5
11084,2,414.276883537,201.62399292,286501.25
11085,2,358.095966302,318.545013428,286165.875
11086,2,216.14739139,410.813995361,285433.96875
11087,2,266.115273406,331.029998779,284277.9375
11088,2,196.121239682,428.506988525,283427.3125
11089,2,263.13672815,430.985992432,282555.625
11090,2,334.136153091,540.79498291,281985.15625
11091,2,83.0369854692,338.657989502,280807.03125
11092,2,502.24615816,514.583984375,280499.34375
11093,2,212.141141218,274.937011719,280086.46875
11094,2,182.069331524,412.239013672,279957.84375
11095,2,288.14290451,901.012023926,279320.125
11096,2,513.184945619,209.139007568,279138.34375
11097,2,94.0418500424,367.574005127,278003.96875
11098,2,271.116551563,430.985992432,277979.46875
11099,2,398.239526768,258.893005371,277472.9375
11100,2,814.549122057,219.212997437,277331.78125
11101,2,421.224713923,207.904006958,277017.03125
11102,2,116.066630217,661.989013672,276647.6875
11103,2,265.116030625,740.42199707,276299.96875
11104,2,162.072047249,430.985992432,275929.9375
11105,2,197.06886582,329.790008545,275909.75
11106,2,197.068853268,329.790008545,275909.75
11107,2,167.105783159,360.92401123,275504.71875
11108,2,173.116449757,177.12600708,275463.15625
11109,2,208.146316326,336.17300415,275002.96875
11110,2,265.131236412,414.710998535,274169.46875
11111,2,152.05066432,444.856994629,274104.0
11112,2,222.10049166,362.489990234,273960.375
11113,2,171.100726537,567.052978516,273511.25
11114,2,265.116039585,757.42199707,273156.46875
11115,2,182.094296092,360.92401123,273051.34375
11116,2,141.115394183,401.554992676,272753.5625
11117,2,363.114032091,737.901000977,272270.40625
11118,2,259.649248636,749.479980469,272120.9375
11119,2,211.069188204,658.093994141,271950.15625
11120,2,188.980406426,463.82800293,270757.5
11121,2,235.12062699,327.308013916,270300.84375
11122,2,330.226728932,552.026000977,269930.25
11123,2,211.04813754,467.691986084,269052.375
11124,2,219.10081329,413.476013184,268292.5
11125,2,123.03198662,639.262023926,268107.03125
11126,2,241.095219189,396.588012695,267773.375
11127,2,375.780512135,1423.67004395,267740.0625
11128,2,400.129111771,217.973999023,267605.09375
11129,2,118.041806196,243.10899353,267302.03125
11130,2,314.080881239,513.346984863,266959.09375
11131,2,199.103782855,413.476013184,265995.5
11132,2,194.105635039,309.475006104,264039.65625
11133,2,341.158488481,437.303985596,263659.9375
11134,2,277.161840732,840.234008789,263584.6875
11135,2,88.1000272181,1364.23999023,263433.59375
11136,2,200.104808332,338.657989502,262635.71875
11137,2,116.066664594,757.42199707,261389.796875
11138,2,278.137814087,955.398986816,260954.03125
11139,2,347.171885929,997.42199707,260664.03125
11140,2,134.047980117,395.222991943,259496.984375
11141,2,161.892167235,1435.5,259058.703125
11142,2,146.057947344,396.588012695,258225.9375
11143,2,300.143358673,673.182006836,257561.125
11144,2,426.240420163,214.080993652,256898.203125
11145,2,293.077953034,463.82800293,256685.8125
11146,2,304.142419602,414.710998535,255942.515625
11147,2,183.089541267,325.997009277,255171.953125
11148,2,264.110880013,414.710998535,255163.53125
11149,2,305.122446054,593.125976562,254438.4375
11150,2,172.050146985,360.92401123,254346.09375
11151,2,302.158706393,458.773986816,254291.21875
11152,2,307.084121204,569.533996582,254186.734375
11153,2,261.140355924,488.04598999,253662.4375
11154,2,202.08417315,413.476013184,253072.484375
11155,2,306.652618282,811.50201416,252915.3125
11156,2,245.008829667,438.544006348,252825.578125
11157,2,154.099366321,341.138000488,252794.75
11158,2,149.047775458,396.588012695,250795.859375
11159,2,157.110292438,360.92401123,250428.8125
11160,2,182.105518622,367.574005127,249965.1875
11161,2,169.093219123,396.588012695,249877.921875
11162,2,357.142304243,206.611999512,249548.046875
11163,2,559.072099264,593.125976562,249277.796875
11164,2,400.156891874,846.791015625,247790.84375
11165,2,166.099394117,306.986999512,247771.3125
11166,2,210.161977905,245.585998535,247700.0
11167,2,651.404067663,260.138000488,247475.875
11168,2,420.207198782,647.997009277,247082.953125
11169,2,247.067805963,413.476013184,246637.609375
11170,2,77.9483997836,1439.51000977,245751.828125
11171,2,498.217667381,737.901000977,245663.9375
11172,2,178.045947339,419.658996582,245562.046875
11173,2,241.095155236,372.859008789,245535.5625
11174,2,175.003668947,548.255981445,245447.140625
11175,2,334.21432414,212.845001221,244216.640625
11176,2,208.121207361,413.476013184,244023.84375
11177,2,364.157732904,463.82800293,243935.90625
11178,2,320.052250441,456.036987305,243894.953125
11179,2,265.116000267,731.367004395,243479.3125
11180,2,375.780569742,194.033996582,243468.78125
11181,2,88.1000048473,956.70501709,242674.546875
11182,2,184.121199631,324.752990723,242591.828125
11183,2,480.288060522,211.60899353,242536.8125
11184,2,229.144749741,490.523010254,241710.765625
11185,2,238.131533378,168.179000854,240744.921875
11186,2,259.850266551,194.033996582,240673.515625
11187,2,426.10341778,212.845001221,239652.359375
11188,2,388.143674672,489.283996582,239514.6875
11189,2,256.034776061,273.694000244,239470.0
11190,2,224.115957029,362.489990234,239430.421875
11191,2,127.074550887,688.544006348,239357.453125
11192,2,306.652746082,789.690979004,238771.578125
11193,2,321.132324229,460.010009766,238548.234375
11194,2,241.095141971,384.747009277,238192.125
11195,2,238.131505414,195.29800415,237630.734375
11196,2,504.213091738,214.080993652,237529.53125
11197,2,218.126588795,678.146972656,237501.28125
11198,2,238.131492665,123.730003357,236859.078125
11199,2,229.131408874,265.484985352,236333.875
11200,2,344.19907012,257.647003174,236227.421875
11201,2,163.063235528,324.752990723,235586.890625
11202,2,810.263620343,673.182006836,235071.96875
11203,2,238.13149617,138.005004883,234064.703125
11204,2,392.183560013,223.119003296,234062.46875
11205,2,111.068408198,342.697998047,233527.578125
11206,2,218.12681646,509.638000488,233221.125
11207,2,347.209445359,214.080993652,232952.359375
11208,2,155.0946816,412.239013672,232694.359375
11209,2,105.103926626,963.41998291,232456.296875
11210,2,653.237450883,649.237976074,232050.40625
11211,2,235.105454344,568.294006348,231588.828125
11212,2,205.110220457,414.710998535,231064.6875
11213,2,478.216180098,454.799987793,230995.828125
11214,2,283.126760051,510.87600708,230610.78125
11215,2,111.068391672,363.727996826,229822.4375
11216,2,238.131530785,149.789993286,229810.8125
11217,2,190.077744195,337.417999268,229792.046875
11218,2,265.116059873,771.583984375,229784.75
11219,2,358.148693349,563.257995605,229551.09375
11220,2,170.09423563,336.17300415,229213.796875
11221,2,235.141031054,363.727996826,229091.375
11222,2,484.222908028,207.904006958,229016.078125
11223,2,330.140333084,712.937988281,228816.5
11224,2,289.131822252,329.790008545,228573.84375
11225,2,233.079989744,302.890991211,228548.0625
11226,2,526.248888415,644.244018555,228199.65625
11227,2,260.029618176,462.592987061,227911.078125
11228,2,371.157967426,205.37600708,226987.359375
11229,2,139.005800853,1196.75,226253.578125
11230,2,291.050786896,360.92401123,225872.34375
11231,2,149.069910872,661.989013672,225746.484375
11232,2,530.306322737,285.25201416,225682.796875
11233,2,163.059556278,842.767028809,224790.6875
11234,2,160.0524361,414.710998535,224667.3125
11235,2,144.078673793,272.447998047,224646.71875
11236,2,198.10851665,557.030029297,224199.96875
11237,2,119.094603045,641.765991211,223613.515625
11238,2,111.068395871,328.549987793,223274.8125
11239,2,518.741723752,619.213989258,222588.15625
11240,2,405.163315526,216.557006836,222379.5
11241,2,245.075146591,614.226013184,222137.765625
11242,2,172.096070959,620.45300293,221965.34375
11243,2,161.12449202,908.857971191,220605.03125
11244,2,103.099692655,834.79901123,220504.1875
11245,2,345.25154098,272.447998047,220467.953125
11246,2,188.068396505,433.584014893,219773.71875
11247,2,153.042584595,370.053985596,219746.578125
11248,2,147.089475787,787.16998291,219629.671875
11249,2,97.9768949371,461.247009277,219546.484375
11250,2,124.03059567,921.765014648,219509.078125
11251,2,358.095945969,337.417999268,219431.34375
11252,2,252.135910641,286.858001709,218679.4375
11253,2,258.132641259,643.005004883,218581.015625
11254,2,118.032324346,1277.36999512,218464.40625
11255,2,135.068437866,414.710998535,218402.859375
11256,2,184.073690533,343.938995361,218005.328125
11257,2,389.153317278,647.997009277,217380.578125
11258,2,266.049269822,461.247009277,217261.5
11259,2,116.066641138,789.690979004,216690.234375
11260,2,313.158872664,665.705993652,216372.34375
11261,2,131.118871671,973.82598877,216135.5625
11262,2,224.068342286,362.489990234,216011.140625
11263,2,335.069775566,639.262023926,215927.59375
11264,2,112.040240605,558.273010254,215872.609375
11265,2,210.076933392,362.489990234,215713.53125
11266,2,386.866878711,884.20098877,215084.625
11267,2,357.082426836,476.516998291,214556.25
11268,2,185.2143363,149.789993286,214170.34375
11269,2,184.073695526,362.489990234,214053.90625
11270,2,547.21141776,663.229003906,213662.21875
11271,2,169.110270979,412.239013672,213428.15625
11272,2,228.133508302,895.851989746,212772.484375
11273,2,476.133609804,563.257995605,212688.28125
11274,2,139.005814875,1175.32995605,211727.53125
11275,2,201.100125109,463.82800293,211707.125
11276,2,270.121457596,439.782989502,211607.265625
11277,2,306.65275461,805.138000488,211194.703125
11278,2,375.78056763,1411.93005371,210774.796875
11279,2,227.115722594,504.414001465,210572.8125
11280,2,310.937645957,1378.31994629,210445.625
11281,2,116.066657183,816.750976562,210360.75
11282,2,325.174850463,448.574005127,209795.59375
11283,2,209.891506277,1373.08996582,209637.875
11284,2,358.118361269,216.557006836,209219.0625
11285,2,398.190013527,802.614013672,209118.9375
11286,2,368.146369147,292.20300293,209117.515625
11287,2,185.105168589,447.335998535,208467.625
11288,2,209.099481716,483.097991943,208449.625
11289,2,219.08950194,415.946014404,208353.96875
11290,2,295.125026277,489.283996582,207434.734375
11291,2,239.090301921,438.544006348,206996.234375
11292,2,130.06519177,630.513977051,206560.140625
11293,2,225.172832632,277.608001709,206277.59375
11294,2,237.144455515,216.557006836,206197.453125
11295,2,116.066621252,668.184020996,206129.421875
11296,2,306.151398405,691.038024902,205889.125
11297,2,264.093583056,429.747009277,205650.03125
11298,2,562.339598016,265.484985352,205501.171875
11299,2,331.781778766,1333.72998047,204617.359375
11300,2,515.408966422,329.790008545,204577.484375
11301,2,116.066640978,828.429016113,204465.640625
11302,2,199.165215233,78.3830032349,204227.453125
11303,2,139.005809829,1223.55004883,203344.1875
11304,2,265.116075665,799.864013672,202944.234375
11305,2,155.058204533,486.808990479,202654.390625
11306,2,241.131238313,811.50201416,202589.125
11307,2,97.9768776605,451.049987793,202457.25
11308,2,306.652581389,828.429016113,202108.9375
11309,2,312.168392324,562.015014648,202040.65625
11310,2,104.9464571,1331.05004883,202016.796875
11311,2,115.099736605,413.476013184,201431.0625
11312,2,139.005811191,1138.23999023,200895.515625
11313,2,183.035499024,362.489990234,200354.34375
11314,2,423.174964528,560.760009766,199995.25
11315,2,192.078770341,397.82800293,199806.734375
11316,2,277.161925765,846.791015625,199471.703125
11317,2,263.136734337,334.932006836,199442.75
11318,2,259.082138517,484.334014893,198559.796875
11319,2,131.118861304,1036.45996094,198344.765625
11320,2,514.203201682,475.279998779,198293.09375
11321,2,278.492408361,732.630981445,198258.34375
11322,2,418.139563589,212.845001221,197617.984375
11323,2,116.066651244,803.875976562,197597.59375
11324,2,330.240706824,223.119003296,197405.109375
11325,2,350.173083674,234.972000122,197307.21875
11326,2,182.057836946,484.334014893,197275.515625
11327,2,759.955324195,265.484985352,197003.84375
11328,2,104.066697923,368.813995361,196610.65625
11329,2,138.042926917,26.6014003754,196505.296875
11330,2,240.118899974,433.584014893,196361.40625
11331,2,111.068392637,351.885986328,196194.828125
11332,2,317.663194056,737.901000977,196123.15625
11333,2,307.210630392,775.408996582,196103.875
11334,2,248.048613391,448.574005127,196089.71875
11335,2,411.210763803,224.36000061,195876.796875
11336,2,145.157885471,818.015991211,195784.421875
11337,2,694.417998283,269.589996338,195754.1875
11338,2,113.055783215,453.561004639,195660.640625
11339,2,209.088245104,397.82800293,195506.796875
11340,2,139.005793952,1002.5,194707.515625
11341,2,131.118867128,1087.90002441,193993.390625
11342,2,522.21153261,470.165008545,193814.984375
11343,2,139.005813878,1294.77001953,193792.21875
11344,2,131.118860715,1043.05004883,193670.625
11345,2,511.24164938,276.179992676,193641.578125
11346,2,174.125515025,338.657989502,193365.28125
11347,2,124.035388411,306.986999512,193231.03125
11348,2,164.095001405,362.489990234,192952.578125
11349,2,228.147308106,432.342987061,192547.5
11350,2,278.08304031,621.771972656,192002.703125
11351,2,582.212072386,647.997009277,191453.765625
11352,2,175.954190252,737.901000977,190562.53125
11353,2,139.005810906,1277.36999512,190484.84375
11354,2,145.15791484,842.767028809,190405.5
11355,2,145.157906887,842.767028809,190405.5
11356,2,216.118965914,338.657989502,189901.234375
11357,2,277.822248425,168.179000854,189547.046875
11358,2,204.954412092,461.247009277,189424.3125
11359,2,280.045990448,355.609985352,189380.8125
11360,2,131.118858758,1054.80004883,189244.703125
11361,2,184.109973384,391.140014648,189220.09375
11362,2,430.151779548,617.974975586,189129.46875
11363,2,145.157897613,880.403015137,188657.984375
11364,2,330.140457732,733.892028809,188257.453125
11365,2,280.034740786,619.213989258,187979.15625
11366,2,152.06671213,393.984008789,187679.28125
11367,2,168.114998478,295.936004639,187596.171875
11368,2,156.115015563,338.657989502,187134.890625
11369,2,261.012912765,429.747009277,187068.015625
11370,2,264.104384304,1027.43005371,186047.421875
11371,2,306.652712646,846.791015625,185891.6875
11372,2,281.184983062,808.929992676,185720.46875
11373,2,170.077212079,397.82800293,185710.3125
11374,2,193.077434097,746.958007812,185602.0625
11375,2,223.089453409,550.732971191,185157.5
11376,2,163.066679494,343.938995361,184943.0625
11377,2,139.005800496,1089.18005371,184730.953125
11378,2,147.068393752,329.790008545,184529.921875
11379,2,347.267156125,1015.65002441,183820.234375
11380,2,216.074720358,428.506988525,183802.875
11381,2,425.179648537,552.026000977,183683.859375
11382,2,500.217945422,214.080993652,183344.359375
11383,2,368.138808961,214.080993652,183067.5625
11384,2,500.222341523,710.383972168,182500.390625
11385,2,222.100402087,787.16998291,182488.265625
11386,2,163.056093967,448.574005127,182210.953125
11387,2,315.778231406,139.272994995,182137.0625
11388,2,405.16334948,209.139007568,181820.46875
11389,2,265.116031771,808.929992676,181676.859375
11390,2,137.070185626,418.42098999,181565.1875
11391,2,355.098304671,453.561004639,181139.640625
11392,2,315.778221151,18.9638004303,181040.25
11393,2,323.157619551,624.255981445,180719.8125
11394,2,383.090151305,233.731002808,180657.8125
11395,2,199.88653366,164.190994263,180634.65625
11396,2,197.124522954,324.752990723,180052.0625
11397,2,313.158757967,681.952026367,180031.421875
11398,2,254.151582474,318.545013428,179983.046875
11399,2,210.029499402,334.932006836,179934.421875
11400,2,137.070153897,4.27541017532,179887.515625
11401,2,167.122216543,736.460998535,179698.53125
11402,2,122.10950719,336.17300415,179279.734375
11403,2,370.175393868,806.401000977,179256.25
11404,2,453.276508642,264.239990234,179252.5625
11405,2,308.198632833,217.973999023,179142.953125
11406,2,396.178395209,248.401000977,178801.5625
11407,2,136.100106004,396.588012695,178699.953125
11408,2,188.980367553,485.570007324,178154.359375
11409,2,274.152648871,396.588012695,177800.515625
11410,2,287.217543639,139.272994995,177734.765625
11411,2,365.168847005,433.584014893,177699.359375
11412,2,273.13222771,300.036010742,177694.078125
11413,2,524.23000334,749.479980469,177678.015625
11414,2,145.045596584,454.799987793,177655.5625
11415,2,346.116025803,453.561004639,177601.234375
11416,2,126.042921188,328.549987793,177500.53125
11417,2,136.972980297,1337.5300293,177442.15625
11418,2,315.121940735,329.790008545,177239.640625
11419,2,148.999193632,550.732971191,177035.28125
11420,2,90.0316282194,661.989013672,176655.265625
11421,2,111.068435939,396.588012695,176418.625
